ID,Incident_Num,Incident_Type,Occured_date_time,Precinct,Sector,Beat,Officer_ID,Subject_ID,Subject_Race,Subject_Gender
3375-1210-2958,3375,Level 1 - Use of Force,01/16/2015 03:18:00 PM,N,N,N3,1210,2958,White,Male
3373-180-2959,3373,Level 1 - Use of Force,01/16/2015 02:59:00 PM,SW,F,F3,180,2959,Not Specified,Male
3374-612-2959,3374,Level 1 - Use of Force,01/16/2015 05:38:00 PM,SW,F,F3,612,2959,Not Specified,Male
3376-1844-2960,3376,Level 1 - Use of Force,01/16/2015 08:41:00 PM,E,E,E1,1844,2960,Hispanic or Latino,Male
3377-1593-2961,3377,Level 1 - Use of Force,01/17/2015 12:22:00 AM,E,E,E2,1593,2961,Black or African American,Male
3379-1692-2963,3379,Level 1 - Use of Force,01/17/2015 05:05:00 AM,S,S,S1,1692,2963,Not Specified,Male
3382-1786-2964,3382,Level 1 - Use of Force,01/17/2015 10:08:00 PM,W,D,D3,1786,2964,White,Male
3383-1719-2966,3383,Level 1 - Use of Force,01/17/2015 10:08:00 PM,W,D,D3,1719,2966,White,Male
3384-1658-2968,3384,Level 1 - Use of Force,01/18/2015 02:30:00 PM,W,K,K2,1658,2968,Black or African American,Male
3391-898-2968,3391,Level 1 - Use of Force,01/18/2015 02:30:00 PM,W,K,K2,898,2968,Black or African American,Male
3386-1087-2971,3386,Level 2 - Use of Force,01/19/2015 04:59:00 AM,N,B,B2,1087,2971,White,Male
3389-257-2971,3389,Level 2 - Use of Force,01/19/2015 05:00:00 AM,N,B,B2,257,2971,White,Male
3423-522-2971,3423,Level 2 - Use of Force,01/19/2015 04:59:00 AM,N,B,B2,522,2971,White,Male
3387-1580-2971,3387,Level 2 - Use of Force,01/19/2015 04:59:00 AM,N,B,B2,1580,2971,White,Male
3388-1184-2971,3388,Level 2 - Use of Force,01/19/2015 04:59:00 AM,N,B,B2,1184,2971,White,Male
3393-1711-2977,3393,Level 2 - Use of Force,01/19/2015 03:10:00 PM,W,D,D3,1711,2977,Not Specified,Male
3395-1690-2977,3395,Level 2 - Use of Force,01/19/2015 04:25:00 PM,W,D,D2,1690,2977,Not Specified,Male
3394-1711-2977,3394,Level 2 - Use of Force,01/19/2015 04:25:00 PM,W,D,D2,1711,2977,Not Specified,Male
3396-1041-2978,3396,Level 1 - Use of Force,01/18/2015 02:53:00 PM,W,K,K2,1041,2978,Hispanic or Latino,Male
3402-1538-2982,3402,Level 2 - Use of Force,01/19/2015 03:00:00 PM,W,D,D3,1538,2982,Black or African American,Male
3399-1573-2983,3399,Level 2 - Use of Force,01/19/2015 03:27:00 PM,W,D,D3,1573,2983,White,Male
3403-1634-2984,3403,Level 2 - Use of Force,01/19/2015 03:00:00 PM,W,D,D3,1634,2984,White,Male
3417-619-2984,3417,Level 2 - Use of Force,01/19/2015 03:10:00 PM,W,D,D3,619,2984,White,Male
3403-1634-2985,3403,Level 2 - Use of Force,01/19/2015 03:00:00 PM,W,D,D3,1634,2985,Black or African American,Male
3404-1850-2986,3404,Level 1 - Use of Force,01/19/2015 10:10:00 AM,S,O,O3,1850,2986,White,Female
10710-1065-2989,10710,Level 2 - Use of Force,05/01/2016 07:30:00 PM,W,K,K1,1065,2989,White,Male
10706-1703-2989,10706,Level 2 - Use of Force,05/01/2016 07:50:00 PM,W,K,K2,1703,2989,White,Male
8778-2141-2989,8778,Level 3 - OIS,12/06/2015 02:00:00 PM,N,U,U3,2141,2989,White,Male
8769-1585-2989,8769,Level 1 - Use of Force,12/06/2015 02:00:00 PM,N,U,U3,1585,2989,White,Male
8784-689-2989,8784,Level 2 - Use of Force,12/06/2015 01:45:00 PM,N,U,U2,689,2989,White,Male
13486-2186-2989,13486,Level 1 - Use of Force,11/19/2016 12:26:00 AM,E,E,E1,2186,2989,White,Male
3414-1644-2998,3414,Level 2 - Use of Force,01/19/2015 03:05:00 PM,W,D,D3,1644,2998,White,Male
4901-948-2999,4901,Level 2 - Use of Force,05/01/2015 06:30:00 PM,E,E,E1,948,2999,White,Male
3411-554-2999,3411,Level 1 - Use of Force,01/19/2015 03:05:00 PM,W,D,D3,554,2999,White,Male
5076-246-2999,5076,Level 2 - Use of Force,05/01/2015 08:00:00 PM,E,E,E1,246,2999,White,Male
4895-828-2999,4895,Level 2 - Use of Force,05/01/2015 06:30:00 PM,E,E,E1,828,2999,White,Male
4869-447-2999,4869,Level 2 - Use of Force,05/01/2015 07:30:00 PM,E,E,E1,447,2999,White,Male
3420-1821-3004,3420,Level 1 - Use of Force,01/20/2015 01:00:00 PM,E,E,E2,1821,3004,White,Male
3422-1734-3005,3422,Level 1 - Use of Force,01/20/2015 05:45:00 PM,X,99,99,1734,3005,White,Male
3438-1122-3005,3438,Level 1 - Use of Force,01/20/2015 05:29:00 PM,X,99,99,1122,3005,White,Male
13296-869-3005,13296,Level 2 - Use of Force,11/02/2016 05:22:00 PM,SW,F,F2,869,3005,White,Male
13325-1233-3005,13325,Level 1 - Use of Force,11/02/2016 05:14:00 PM,SW,F,F2,1233,3005,White,Male
12669-1878-3005,12669,Level 1 - Use of Force,09/11/2016 06:28:00 PM,X,X,XX,1878,3005,White,Male
13323-2106-3005,13323,Level 1 - Use of Force,11/02/2016 05:20:00 PM,SW,F,F2,2106,3005,White,Male
6537-1615-3007,6537,Level 1 - Use of Force,08/15/2015 03:11:00 PM,N,N,N3,1615,3007,Black or African American,Male
3433-1665-3013,3433,Level 1 - Use of Force,01/21/2015 11:00:00 AM,N,N,N3,1665,3013,Hispanic or Latino,Male
3434-709-3013,3434,Level 1 - Use of Force,01/21/2015 11:00:00 AM,N,N,N3,709,3013,Hispanic or Latino,Male
3435-1682-3014,3435,Level 1 - Use of Force,01/21/2015 11:00:00 AM,N,N,N3,1682,3014,Hispanic or Latino,Male
3433-1665-3015,3433,Level 1 - Use of Force,01/21/2015 11:00:00 AM,N,N,N3,1665,3015,Hispanic or Latino,Male
3439-1597-3018,3439,Level 1 - Use of Force,01/21/2015 01:01:00 PM,S,S,S2,1597,3018,Not Specified,Male
3444-853-3030,3444,Level 1 - Use of Force,01/21/2015 06:41:00 PM,E,E,E1,853,3030,White,Male
3445-115-3030,3445,Level 1 - Use of Force,01/21/2015 06:41:00 PM,E,E,E1,115,3030,White,Male
3446-1180-3031,3446,Level 1 - Use of Force,01/21/2015 08:21:00 PM,W,M,M2,1180,3031,Black or African American,Male
3447-709-3031,3447,Level 1 - Use of Force,01/21/2015 08:20:00 PM,W,M,M2,709,3031,Black or African American,Male
3450-970-3031,3450,Level 1 - Use of Force,01/21/2015 08:21:00 PM,W,M,M2,970,3031,Black or African American,Male
16016-1267-3032,16016,Level 2 - Use of Force,06/06/2017 05:30:00 PM,E,G,G3,1267,3032,Black or African American,Male
15955-946-3032,15955,Level 1 - Use of Force,06/06/2017 05:30:00 PM,E,G,G3,946,3032,Black or African American,Male
15993-811-3032,15993,Level 2 - Use of Force,06/06/2017 05:30:00 PM,E,G,G3,811,3032,Black or African American,Male
15939-1134-3032,15939,Level 1 - Use of Force,06/06/2017 05:30:00 PM,E,G,G3,1134,3032,Black or African American,Male
3446-1180-3032,3446,Level 1 - Use of Force,01/21/2015 08:21:00 PM,W,M,M2,1180,3032,Black or African American,Male
3449-1271-3033,3449,Level 1 - Use of Force,01/21/2015 09:10:00 PM,S,R,R2,1271,3033,Black or African American,Male
3448-1110-3033,3448,Level 1 - Use of Force,01/21/2015 09:10:00 PM,S,R,R2,1110,3033,Black or African American,Male
14633-1783-3033,14633,Level 1 - Use of Force,02/27/2017 02:56:00 PM,S,R,R2,1783,3033,Black or African American,Male
11238-2174-3033,11238,Level 2 - Use of Force,06/08/2016 01:59:00 AM,S,R,R3,2174,3033,Black or African American,Male
3451-1766-3034,3451,Level 1 - Use of Force,01/22/2015 01:00:00 AM,N,J,J3,1766,3034,Black or African American,Female
3452-1792-3036,3452,Level 1 - Use of Force,01/17/2015 03:30:00 AM,S,S,S2,1792,3036,Black or African American,Male
3502-1141-3041,3502,Level 1 - Use of Force,01/24/2015 03:36:00 AM,W,K,K2,1141,3041,Not Specified,Female
3470-456-3044,3470,Level 1 - Use of Force,01/22/2015 09:04:00 PM,W,K,K2,456,3044,White,Female
3472-1550-3044,3472,Level 1 - Use of Force,01/22/2015 08:56:00 PM,W,K,K2,1550,3044,White,Female
3468-1315-3045,3468,Level 1 - Use of Force,01/22/2015 09:10:00 PM,SW,F,F1,1315,3045,White,Male
3469-7-3046,3469,Level 1 - Use of Force,01/22/2015 09:29:00 PM,SW,F,F1,7,3046,White,Male
3474-1164-3047,3474,Level 1 - Use of Force,01/22/2015 09:41:00 PM,W,K,K1,1164,3047,White,Male
3475-1738-3047,3475,Level 1 - Use of Force,01/23/2015 09:41:00 PM,W,K,K1,1738,3047,White,Male
3473-456-3047,3473,Level 1 - Use of Force,01/22/2015 09:42:00 PM,W,K,K1,456,3047,White,Male
3471-1725-3048,3471,Level 1 - Use of Force,01/22/2015 09:41:00 PM,W,K,K1,1725,3048,Black or African American,Female
3473-456-3048,3473,Level 1 - Use of Force,01/22/2015 09:42:00 PM,W,K,K1,456,3048,Black or African American,Female
3485-612-3058,3485,Level 1 - Use of Force,01/23/2015 03:40:00 PM,SW,W,W2,612,3058,White,Male
3485-612-3059,3485,Level 1 - Use of Force,01/23/2015 03:40:00 PM,SW,W,W2,612,3059,Black or African American,Male
3487-1812-3061,3487,Level 1 - Use of Force,01/23/2015 08:45:00 PM,E,G,G1,1812,3061,White,Male
7890-1248-3061,7890,Level 1 - Use of Force,10/08/2015 04:00:00 PM,W,D,D1,1248,3061,White,Male
7887-788-3061,7887,Level 1 - Use of Force,10/08/2015 03:18:00 PM,W,D,D1,788,3061,White,Male
19354-1659-3061,19354,Level 1 - Use of Force,01/26/2018 02:06:00 PM,N,B,B1,1659,3061,White,Male
21602-2423-3061,21602,Level 1 - Use of Force,01/26/2018 02:00:00 PM,N,B,B1,2423,3061,White,Male
21353-736-3061,21353,Level 1 - Use of Force,01/26/2018 03:04:00 PM,N,B,B3,736,3061,White,Male
18259-2486-3061,18259,Level 2 - Use of Force,11/15/2017 08:03:00 PM,W,D,D1,2486,3061,White,Male
20718-2017-3061,20718,Level 1 - Use of Force,02/19/2018 03:20:00 PM,W,D,D1,2017,3061,White,Male
3488-1780-3062,3488,Level 1 - Use of Force,01/23/2015 08:55:00 PM,N,B,B1,1780,3062,Black or African American,Male
3489-1810-3062,3489,Level 1 - Use of Force,01/23/2015 08:55:00 PM,N,B,B1,1810,3062,Black or African American,Male
3497-490-3063,3497,Level 1 - Use of Force,01/24/2015 01:16:00 AM,W,K,K3,490,3063,Black or African American,Male
3498-1836-3063,3498,Level 1 - Use of Force,01/24/2015 01:16:00 AM,W,K,K3,1836,3063,Black or African American,Male
3496-1172-3063,3496,Level 1 - Use of Force,01/24/2015 01:22:00 AM,W,K,K2,1172,3063,Black or African American,Male
3499-456-3063,3499,Level 1 - Use of Force,01/24/2015 01:22:00 AM,W,K,K2,456,3063,Black or African American,Male
3491-102-3063,3491,Level 1 - Use of Force,01/24/2015 01:30:00 AM,W,K,K2,102,3063,Black or African American,Male
3500-1708-3063,3500,Level 1 - Use of Force,01/24/2015 01:25:00 AM,W,K,K2,1708,3063,Black or African American,Male
3495-1231-3063,3495,Level 1 - Use of Force,01/24/2015 01:25:00 AM,W,K,K2,1231,3063,Black or African American,Male
3492-848-3064,3492,Level 1 - Use of Force,01/24/2015 01:26:00 AM,W,K,K2,848,3064,Black or African American,Female
3493-946-3064,3493,Level 1 - Use of Force,01/24/2015 01:24:00 AM,W,K,K2,946,3064,Black or African American,Female
3494-1162-3064,3494,Level 1 - Use of Force,01/24/2015 01:22:00 AM,W,K,K2,1162,3064,Black or African American,Female
3500-1708-3064,3500,Level 1 - Use of Force,01/24/2015 01:25:00 AM,W,K,K2,1708,3064,Black or African American,Female
3496-1172-3064,3496,Level 1 - Use of Force,01/24/2015 01:22:00 AM,W,K,K2,1172,3064,Black or African American,Female
3499-456-3064,3499,Level 1 - Use of Force,01/24/2015 01:22:00 AM,W,K,K2,456,3064,Black or African American,Female
3501-1775-3064,3501,Level 1 - Use of Force,01/24/2015 01:22:00 AM,W,K,K2,1775,3064,Black or African American,Female
3503-1223-3065,3503,Level 2 - Use of Force,01/24/2015 04:44:00 AM,N,L,L1,1223,3065,White,Female
3506-1658-3066,3506,Level 2 - Use of Force,01/24/2015 04:12:00 PM,N,N,N2,1658,3066,Black or African American,Male
3523-1852-3066,3523,Level 2 - Use of Force,01/24/2015 04:01:00 PM,N,N,N2,1852,3066,Black or African American,Male
3507-1720-3066,3507,Level 2 - Use of Force,01/24/2015 03:59:00 PM,N,N,N2,1720,3066,Black or African American,Male
3508-1585-3066,3508,Level 2 - Use of Force,01/24/2015 04:00:00 PM,N,N,N2,1585,3066,Black or African American,Male
3521-1194-3066,3521,Level 2 - Use of Force,01/24/2015 03:59:00 PM,N,N,N2,1194,3066,Black or African American,Male
3524-828-3066,3524,Level 2 - Use of Force,01/24/2015 04:05:00 PM,N,N,N2,828,3066,Black or African American,Male
3510-1762-3067,3510,Level 1 - Use of Force,01/25/2015 12:40:00 AM,E,E,E2,1762,3067,White,Male
3511-1812-3067,3511,Level 1 - Use of Force,01/25/2015 12:39:00 AM,E,E,E2,1812,3067,White,Male
11752-927-3070,11752,Level 3 - Use of Force,07/10/2016 12:58:00 PM,W,D,D3,927,3070,White,Male
14467-1866-3070,14467,Level 2 - Use of Force,02/13/2017 08:56:00 AM,W,D,D3,1866,3070,White,Male
14473-2094-3070,14473,Level 2 - Use of Force,02/13/2017 08:54:00 AM,W,D,D3,2094,3070,White,Male
14522-1748-3070,14522,Level 2 - Use of Force,02/13/2017 08:40:00 AM,W,D,D3,1748,3070,White,Male
14523-1774-3070,14523,Level 2 - Use of Force,02/13/2017 08:40:00 AM,W,D,D3,1774,3070,White,Male
14185-1582-3071,14185,Level 1 - Use of Force,01/22/2017 01:51:00 PM,N,L,L2,1582,3071,White,Male
14187-1588-3071,14187,Level 1 - Use of Force,01/22/2017 02:06:00 PM,N,L,L2,1588,3071,White,Male
3525-1807-3074,3525,Level 1 - Use of Force,01/25/2015 02:44:00 PM,E,C,C2,1807,3074,Black or African American,Male
3526-898-3075,3526,Level 2 - Use of Force,01/19/2015 03:47:00 PM,W,D,D2,898,3075,White,Male
3509-746-3076,3509,Level 1 - Use of Force,01/24/2015 11:10:00 PM,SW,W,W3,746,3076,White,Female
4277-1857-3076,4277,Level 1 - Use of Force,03/20/2015 09:43:00 PM,SW,W,W3,1857,3076,White,Female
3527-1697-3078,3527,Level 2 - Use of Force,01/25/2015 12:15:00 AM,W,M,M1,1697,3078,Black or African American,Male
3541-1838-3078,3541,Level 2 - Use of Force,01/25/2015 12:15:00 AM,W,M,M3,1838,3078,Black or African American,Male
3528-1265-3078,3528,Level 2 - Use of Force,01/25/2015 12:15:00 AM,W,M,M3,1265,3078,Black or African American,Male
15715-2162-3078,15715,Level 2 - Use of Force,05/20/2017 01:00:00 AM,N,B,B1,2162,3078,Black or African American,Male
15714-1833-3078,15714,Level 1 - Use of Force,05/20/2017 01:15:00 AM,N,B,B1,1833,3078,Black or African American,Male
3529-1180-3079,3529,Level 1 - Use of Force,01/25/2015 10:48:00 PM,W,M,M3,1180,3079,Black or African American,Male
5503-1600-3085,5503,Level 1 - Use of Force,06/09/2015 11:34:00 PM,N,N,N1,1600,3085,White,Male
3544-1899-3094,3544,Level 2 - Use of Force,01/27/2015 02:29:00 AM,N,B,B1,1899,3094,White,Male
3542-1261-3094,3542,Level 2 - Use of Force,01/27/2015 02:29:00 AM,N,B,B1,1261,3094,White,Male
3543-1642-3094,3543,Level 2 - Use of Force,01/27/2015 02:46:00 AM,N,B,B1,1642,3094,White,Male
3545-1766-3094,3545,Level 2 - Use of Force,01/27/2015 02:29:00 AM,N,B,B1,1766,3094,White,Male
3549-1658-3101,3549,Level 1 - Use of Force,01/27/2015 05:48:00 PM,N,J,J3,1658,3101,Hispanic or Latino,Female
3550-1659-3101,3550,Level 1 - Use of Force,01/27/2015 05:48:00 PM,N,J,J3,1659,3101,Hispanic or Latino,Female
8563-1473-3101,8563,Level 1 - Use of Force,11/19/2015 11:30:00 PM,W,K,K1,1473,3101,Hispanic or Latino,Female
8561-456-3101,8561,Level 1 - Use of Force,11/19/2015 11:30:00 PM,W,K,K1,456,3101,Hispanic or Latino,Female
3715-1698-3103,3715,Level 1 - Use of Force,02/06/2015 10:59:00 AM,S,R,R1,1698,3103,Not Specified,Male
3553-1604-3104,3553,Level 2 - Use of Force,01/27/2015 09:52:00 PM,W,M,M1,1604,3104,Black or African American,Male
3552-1750-3104,3552,Level 2 - Use of Force,01/27/2014 09:10:00 PM,W,M,M1,1750,3104,Black or African American,Male
3554-1239-3104,3554,Level 2 - Use of Force,01/27/2015 09:52:00 PM,W,M,M1,1239,3104,Black or African American,Male
3581-1229-3128,3581,Level 2 - Use of Force,01/28/2015 04:14:00 PM,E,E,E2,1229,3128,Not Specified,Male
3571-1603-3128,3571,Level 2 - Use of Force,01/28/2015 04:14:00 PM,E,E,E2,1603,3128,Not Specified,Male
3577-924-3128,3577,Level 2 - Use of Force,01/28/2015 04:14:00 PM,E,E,E2,924,3128,Not Specified,Male
3578-1711-3129,3578,Level 2 - Use of Force,01/28/2015 04:15:00 PM,E,E,E2,1711,3129,Not Specified,Male
3579-1599-3129,3579,Level 2 - Use of Force,01/28/2015 04:15:00 PM,E,E,E2,1599,3129,Not Specified,Male
3612-970-3129,3612,Level 2 - Use of Force,01/28/2015 04:14:00 PM,E,E,E2,970,3129,Not Specified,Male
3577-924-3129,3577,Level 2 - Use of Force,01/28/2015 04:14:00 PM,E,E,E2,924,3129,Not Specified,Male
3583-1235-3131,3583,Level 1 - Use of Force,01/28/2015 07:30:00 PM,X,X,XX,1235,3131,White,Female
3582-967-3132,3582,Level 1 - Use of Force,01/28/2015 07:30:00 PM,X,X,XX,967,3132,White,Male
3605-1803-3167,3605,Level 1 - Use of Force,01/30/2015 09:00:00 AM,S,O,O1,1803,3167,Not Specified,Male
3603-707-3196,3603,Level 1 - Use of Force,01/31/2015 02:00:00 AM,W,D,D1,707,3196,Black or African American,Male
3604-238-3197,3604,Level 1 - Use of Force,01/31/2015 02:00:00 AM,W,D,D1,238,3197,Black or African American,Male
3606-1258-3198,3606,Level 1 - Use of Force,01/30/2015 11:05:00 AM,SW,F,F3,1258,3198,Hispanic or Latino,Male
3614-1850-3203,3614,Level 1 - Use of Force,01/31/2015 01:10:00 PM,E,E,E2,1850,3203,White,Female
3615-1670-3204,3615,Level 1 - Use of Force,01/31/2015 08:50:00 PM,N,L,L2,1670,3204,White,Female
3616-1602-3205,3616,Level 1 - Use of Force,02/01/2015 02:11:00 AM,S,R,R1,1602,3205,Not Specified,Male
3617-1574-3205,3617,Level 1 - Use of Force,02/01/2015 01:36:00 AM,S,R,R1,1574,3205,Not Specified,Male
3618-1566-3205,3618,Level 1 - Use of Force,02/01/2015 01:36:00 AM,S,R,R1,1566,3205,Not Specified,Male
3639-1166-3205,3639,Level 1 - Use of Force,02/01/2015 02:11:00 AM,S,R,R1,1166,3205,Not Specified,Male
3617-1574-3206,3617,Level 1 - Use of Force,02/01/2015 01:36:00 AM,S,R,R1,1574,3206,Hispanic or Latino,Male
3618-1566-3206,3618,Level 1 - Use of Force,02/01/2015 01:36:00 AM,S,R,R1,1566,3206,Hispanic or Latino,Male
3618-1566-3207,3618,Level 1 - Use of Force,02/01/2015 01:36:00 AM,S,R,R1,1566,3207,Hispanic or Latino,Male
3619-1792-3208,3619,Level 1 - Use of Force,02/01/2015 01:53:00 AM,S,R,R1,1792,3208,Hispanic or Latino,Male
3621-102-3210,3621,Level 1 - Use of Force,02/01/2015 12:15:00 AM,W,D,D2,102,3210,White,Female
3622-1108-3212,3622,Level 2 - Use of Force,02/01/2015 06:48:00 PM,N,U,U1,1108,3212,Not Specified,Male
3635-1742-3212,3635,Level 2 - Use of Force,02/01/2015 06:06:00 PM,N,U,U1,1742,3212,Not Specified,Male
3634-1073-3237,3634,Level 1 - Use of Force,02/02/2015 03:40:00 PM,N,N,N2,1073,3237,Not Specified,Male
3638-456-3238,3638,Level 2 - Use of Force,02/02/2015 01:05:00 AM,S,O,O2,456,3238,White,Male
3640-1812-3240,3640,Level 1 - Use of Force,02/03/2015 01:04:00 AM,E,E,E3,1812,3240,White,Male
3641-1714-3241,3641,Level 1 - Use of Force,02/03/2015 03:58:00 AM,W,D,D3,1714,3241,White,Female
3693-1843-3265,3693,Level 1 - Use of Force,02/04/2015 04:22:00 PM,X,99,99,1843,3265,Black or African American,Male
3699-943-3265,3699,Level 1 - Use of Force,02/04/2015 04:05:00 PM,X,99,99,943,3265,Black or African American,Male
3704-1567-3273,3704,Level 1 - Use of Force,02/05/2015 03:34:00 PM,W,Q,Q2,1567,3273,White,Female
3705-1751-3274,3705,Level 1 - Use of Force,02/05/2015 04:00:00 PM,SW,F,F1,1751,3274,Black or African American,Male
3708-1848-3275,3708,Level 1 - Use of Force,02/05/2015 11:40:00 PM,E,C,C2,1848,3275,White,Male
3707-1709-3276,3707,Level 1 - Use of Force,02/05/2015 08:15:00 PM,S,S,S3,1709,3276,Black or African American,Female
3709-1110-3277,3709,Level 1 - Use of Force,02/05/2015 08:07:00 PM,S,S,S3,1110,3277,Black or African American,Male
3706-1213-3277,3706,Level 1 - Use of Force,02/05/2015 08:07:00 PM,S,S,S3,1213,3277,Black or African American,Male
3711-705-3277,3711,Level 1 - Use of Force,02/05/2015 08:15:00 PM,S,S,S3,705,3277,Black or African American,Male
3709-1110-3278,3709,Level 1 - Use of Force,02/05/2015 08:07:00 PM,S,S,S3,1110,3278,Black or African American,Male
3706-1213-3278,3706,Level 1 - Use of Force,02/05/2015 08:07:00 PM,S,S,S3,1213,3278,Black or African American,Male
3715-1698-3283,3715,Level 1 - Use of Force,02/06/2015 10:59:00 AM,S,R,R1,1698,3283,Asian,Male
10382-1763-3285,10382,Level 1 - Use of Force,03/31/2016 04:29:00 AM,S,R,R2,1763,3285,Black or African American,Male
16087-2399-3285,16087,Level 1 - Use of Force,06/19/2017 02:02:00 AM,S,R,R3,2399,3285,Black or African American,Male
3718-1274-3286,3718,Level 1 - Use of Force,02/08/2015 10:00:00 AM,N,N,N3,1274,3286,White,Male
3719-953-3287,3719,Level 2 - Use of Force,02/08/2015 10:45:00 AM,E,G,G3,953,3287,Black or African American,Male
3720-1568-3287,3720,Level 2 - Use of Force,02/08/2015 11:07:00 AM,E,G,G3,1568,3287,Black or African American,Male
3722-1715-3287,3722,Level 2 - Use of Force,02/08/2015 11:07:00 AM,E,G,G3,1715,3287,Black or African American,Male
3724-939-3287,3724,Level 2 - Use of Force,02/08/2015 11:07:00 AM,E,G,G3,939,3287,Black or African American,Male
3725-1465-3287,3725,Level 2 - Use of Force,02/08/2015 11:05:00 AM,E,G,G3,1465,3287,Black or African American,Male
4003-1741-3287,4003,Level 2 - Use of Force,02/08/2015 11:10:00 AM,E,G,G3,1741,3287,Black or African American,Male
3721-1834-3287,3721,Level 2 - Use of Force,02/08/2015 10:45:00 AM,E,G,G3,1834,3287,Black or African American,Male
12371-1878-3287,12371,Level 2 - Use of Force,08/21/2016 01:54:00 PM,E,C,C3,1878,3287,Black or African American,Male
12372-1524-3287,12372,Level 2 - Use of Force,08/21/2016 02:22:00 PM,E,C,C3,1524,3287,Black or African American,Male
3728-1627-3289,3728,Level 1 - Use of Force,02/08/2015 08:12:00 PM,S,R,R1,1627,3289,Hispanic or Latino,Male
3727-1607-3290,3727,Level 1 - Use of Force,02/08/2015 08:01:00 PM,S,R,R1,1607,3290,Hispanic or Latino,Male
3726-1540-3290,3726,Level 1 - Use of Force,02/08/2015 08:12:00 PM,S,R,R1,1540,3290,Hispanic or Latino,Male
3729-1766-3293,3729,Level 1 - Use of Force,02/09/2015 11:55:00 PM,N,B,B1,1766,3293,White,Male
3731-869-3294,3731,Level 1 - Use of Force,02/09/2015 08:00:00 AM,SW,W,W1,869,3294,White,Male
3732-1856-3296,3732,Level 1 - Use of Force,02/08/2015 04:13:00 PM,S,S,S2,1856,3296,Black or African American,Male
3744-1539-3301,3744,Level 1 - Use of Force,02/09/2015 08:45:00 PM,W,K,K3,1539,3301,Hispanic or Latino,Male
3814-1041-3301,3814,Level 1 - Use of Force,02/09/2015 08:45:00 PM,W,K,K3,1041,3301,Hispanic or Latino,Male
3747-1792-3302,3747,Level 1 - Use of Force,02/10/2015 02:15:00 AM,S,S,S1,1792,3302,Black or African American,Female
3751-967-3309,3751,Level 1 - Use of Force,02/09/2015 12:46:00 PM,N,N,N3,967,3309,Black or African American,Male
3765-827-3321,3765,Level 1 - Use of Force,02/10/2015 09:58:00 PM,N,L,L1,827,3321,White,Female
3778-1108-3335,3778,Level 2 - Use of Force,02/12/2015 01:15:00 AM,N,J,J3,1108,3335,Hispanic or Latino,Male
3779-1261-3335,3779,Level 1 - Use of Force,02/11/2015 11:17:00 PM,N,J,J3,1261,3335,Hispanic or Latino,Male
3780-1572-3335,3780,Level 1 - Use of Force,02/11/2015 11:17:00 PM,N,J,J3,1572,3335,Hispanic or Latino,Male
3781-1776-3335,3781,Level 1 - Use of Force,02/12/2015 12:02:00 AM,N,J,J3,1776,3335,Hispanic or Latino,Male
3793-1549-3335,3793,Level 1 - Use of Force,02/11/2015 11:17:00 PM,N,J,J3,1549,3335,Hispanic or Latino,Male
3794-1791-3335,3794,Level 1 - Use of Force,02/11/2015 11:40:00 PM,N,J,J3,1791,3335,Hispanic or Latino,Male
3795-1742-3335,3795,Level 1 - Use of Force,02/12/2015 11:17:00 PM,N,J,J3,1742,3335,Hispanic or Latino,Male
3797-1158-3335,3797,Level 1 - Use of Force,02/11/2015 11:17:00 PM,N,J,J3,1158,3335,Hispanic or Latino,Male
3777-1642-3335,3777,Level 1 - Use of Force,02/12/2015 01:15:00 AM,N,J,J3,1642,3335,Hispanic or Latino,Male
3796-1618-3350,3796,Level 1 - Use of Force,02/13/2015 12:59:00 AM,E,E,E2,1618,3350,White,Female
3812-1600-3362,3812,Level 1 - Use of Force,02/13/2015 11:00:00 PM,E,E,E2,1600,3362,Black or African American,Male
3811-1559-3362,3811,Level 1 - Use of Force,02/13/2015 11:20:00 PM,E,G,G1,1559,3362,Black or African American,Male
3998-1663-3362,3998,Level 1 - Use of Force,02/24/2015 04:16:00 PM,N,N,N1,1663,3362,Black or African American,Male
3999-1585-3362,3999,Level 1 - Use of Force,02/24/2015 04:30:00 PM,N,N,N1,1585,3362,Black or African American,Male
11639-1044-3362,11639,Level 1 - Use of Force,07/02/2016 02:54:00 AM,N,J,J2,1044,3362,Black or African American,Male
11732-1261-3362,11732,Level 1 - Use of Force,07/01/2016 03:01:00 AM,N,J,J2,1261,3362,Black or African American,Male
3815-1735-3363,3815,Level 1 - Use of Force,02/14/2015 09:30:00 PM,E,E,E2,1735,3363,White,Female
3817-1848-3363,3817,Level 1 - Use of Force,02/14/2015 09:24:00 PM,E,E,E2,1848,3363,White,Female
3816-1768-3365,3816,Level 1 - Use of Force,02/14/2015 11:45:00 PM,W,K,K2,1768,3365,White,Male
3821-1775-3366,3821,Level 1 - Use of Force,02/14/2015 11:00:00 PM,W,Q,Q3,1775,3366,Not Specified,Male
3818-1577-3366,3818,Level 1 - Use of Force,02/14/2015 10:53:00 PM,W,Q,Q3,1577,3366,Not Specified,Male
3819-1625-3367,3819,Level 1 - Use of Force,02/15/2015 02:20:00 AM,S,S,S3,1625,3367,Black or African American,Female
3825-1700-3374,3825,Level 1 - Use of Force,02/15/2015 06:28:00 PM,SW,W,W3,1700,3374,Black or African American,Male
